投诉编号,投诉品牌,投诉车系,投诉车型,问题简述_链接,问题简述,典型问题_链接,典型问题,典型问题_链接1,典型问题2,典型问题_链接3,典型问题4,投诉时间,投诉状态
513229,长安汽车,逸动DT,2018款 1.6L 手动 智享型,http://www.12365auto.com/zlts/20200824/513229.shtml,长安逸动DT转向柱生锈希望厂家处理,http://www.12365auto.com/zlts/136-2250-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/136-2250-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,,,2020-08-24,信息审核
513228,众泰汽车,众泰E200,2018款 飞鱼座,http://www.12365auto.com/zlts/20200824/513228.shtml,众泰E200制动总泵损坏充电机损坏厂家无货,http://www.12365auto.com/zlts/264-1908-0-0-0-5_0-0-0-0-0-0-0-1.shtml,制动系统,http://www.12365auto.com/zlts/264-1908-0-0-0-0_29-0-0-0-0-0-0-1.shtml,刹车失灵,http://www.12365auto.com/zlts/264-1908-0-0-0-0_196-0-0-0-0-0-0-1.shtml,刹车泵故障,2020-08-24,信息审核
513227,长安汽车,长安CS55 PLUS,2020款 1.5T 手动 炫色型,http://www.12365auto.com/zlts/20200824/513227.shtml,长安CS55 PLUS行驶过程中发动机和车门异响,http://www.12365auto.com/zlts/136-2734-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/136-2734-0-0-0-0_9-0-0-0-0-0-0-1.shtml,异响,http://www.12365auto.com/zlts/136-2734-0-0-0-0_204-0-0-0-0-0-0-1.shtml,悬挂故障,2020-08-24,信息审核
513218,东风日产,天籁,2013款 2.0L XL 舒适版,http://www.12365auto.com/zlts/20200824/513218.shtml,东风日产天籁车内异味 发动机烧机油,http://www.12365auto.com/zlts/225-690-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/225-690-0-0-0-0_63-0-0-0-0-0-0-1.shtml,烧机油,http://www.12365auto.com/zlts/225-690-0-0-0-0_22-0-0-0-0-0-0-1.shtml,漏油,2020-08-24,信息审核
513216,北京现代,朗动,2016款 1.6L 自动 智能型,http://www.12365auto.com/zlts/20200824/513216.shtml,北京现代朗动中控屏黑屏无法正常使用,http://www.12365auto.com/zlts/254-1125-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/254-1125-0-0-0-0_134-0-0-0-0-0-0-1.shtml,影音系统故障,,,2020-08-24,信息审核
513214,上汽大众,朗逸,2010款 1.4TSI DSG运动版,http://www.12365auto.com/zlts/20200824/513214.shtml,上汽大众朗逸后排进水更换密封条未解决,http://www.12365auto.com/zlts/140-220-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/140-220-0-0-0-0_109-0-0-0-0-0-0-1.shtml,车身漏水,,,2020-08-24,信息审核
513212,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,http://www.12365auto.com/zlts/20200824/513212.shtml,捷达VS5正常行驶中底盘异响希望得到解决,http://www.12365auto.com/zlts/537-2637-0-0-0-7_0-0-0-0-0-0-0-1.shtml,前后桥及悬挂系统,http://www.12365auto.com/zlts/537-2637-0-0-0-0_56-0-0-0-0-0-0-1.shtml,底盘异响,,,2020-08-24,信息审核
513210,一汽丰田,威驰,2017款 1.3L CVT 锐行版,http://www.12365auto.com/zlts/20200824/513210.shtml,一汽丰田威驰行驶中发动机异响4S店不处理,http://www.12365auto.com/zlts/150-288-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/150-288-0-0-0-0_9-0-0-0-0-0-0-1.shtml,异响,,,2020-08-24,信息审核
513208,长安马自达,马自达3 昂克赛拉,2019款 云控版 两厢 1.5L 自动 豪华型 国V,http://www.12365auto.com/zlts/20200824/513208.shtml,长安马自达昂克赛拉汽油泵故障行驶中熄火,http://www.12365auto.com/zlts/208-1470-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/208-1470-0-0-0-0_78-0-0-0-0-0-0-1.shtml,汽油泵故障,,,2020-08-24,信息审核
513206,东风本田,本田CR-V,2019款 锐·混动 2.0L 四驱 净享版 国V,http://www.12365auto.com/zlts/20200824/513206.shtml,东风本田CR-V行驶中ACC感应失灵,http://www.12365auto.com/zlts/119-33-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/119-33-0-0-0-0_170-0-0-0-0-0-0-1.shtml,行车安全辅助系统故障,,,2020-08-24,信息审核
513202,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,http://www.12365auto.com/zlts/20200824/513202.shtml,东风本田CR-V轮胎吃胎偏磨要求解决,http://www.12365auto.com/zlts/119-33-0-0-0-7_0-0-0-0-0-0-0-1.shtml,前后桥及悬挂系统,http://www.12365auto.com/zlts/119-33-0-0-0-0_245-0-0-0-0-0-0-1.shtml,吃胎偏磨,,,2020-08-24,信息审核
513190,一汽-大众,速腾,2018款 280TSI 双离合 舒适型,http://www.12365auto.com/zlts/20200824/513190.shtml,一汽大众速腾踩油门加速变速箱有异响,http://www.12365auto.com/zlts/141-230-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/141-230-0-0-0-0_33-0-0-0-0-0-0-1.shtml,异响,,,2020-08-24,信息审核
513181,广汽丰田,凯美瑞,2018款 2.5HG E-CVT 豪华版,http://www.12365auto.com/zlts/20200824/513181.shtml,广汽丰田凯美瑞普利司通轮胎凹槽开裂,http://www.12365auto.com/zlts/151-296-0-0-0-6_0-0-0-0-0-0-0-1.shtml,轮胎,http://www.12365auto.com/zlts/151-296-0-0-0-0_100-0-0-0-0-0-0-1.shtml,开裂,,,2020-08-24,信息审核
513180,奥迪（进口）,奥迪S3,2015款 2.0T Limousine,http://www.12365auto.com/zlts/20200824/513180.shtml,进口奥迪S3变速箱报警 发动机漏防冻液,http://www.12365auto.com/zlts/115-1484-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/115-1484-0-0-0-0_37-0-0-0-0-0-0-1.shtml,漏防冻液,http://www.12365auto.com/zlts/115-1484-0-0-0-0_96-0-0-0-0-0-0-1.shtml,故障灯亮,2020-08-24,信息审核
513178,吉利汽车,帝豪GL,2019款 1.4T CVT 尊贵智享版,http://www.12365auto.com/zlts/20200824/513178.shtml,吉利帝豪GL发动机和变速箱故障灯多次报警,http://www.12365auto.com/zlts/172-1974-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/172-1974-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/172-1974-0-0-0-0_96-0-0-0-0-0-0-1.shtml,故障灯亮,2020-08-24,处理反馈
513174,众泰汽车,大迈X7,2017款 1.5T 手动 豪华型,http://www.12365auto.com/zlts/20200824/513174.shtml,离合器异响,http://www.12365auto.com/zlts/264-2033-0-0-0-3_0-0-0-0-0-0-0-1.shtml,离合器,,,,,2020-08-24,信息审核
513173,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,http://www.12365auto.com/zlts/20200824/513173.shtml,斯柯达速派发动机烧机油 故障灯亮,http://www.12365auto.com/zlts/232-1299-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/232-1299-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/232-1299-0-0-0-0_63-0-0-0-0-0-0-1.shtml,烧机油,2020-08-24,信息审核
513171,一汽-大众,宝来,2020款 1.5L 自动 舒适型,http://www.12365auto.com/zlts/20200824/513171.shtml,一汽大众宝来引擎盖车漆开裂4S店否认问题,http://www.12365auto.com/zlts/141-232-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/141-232-0-0-0-0_81-0-0-0-0-0-0-1.shtml,漆面起泡开裂,,,2020-08-24,处理反馈
513169,北京现代,领动,2016款 1.6L 自动 智炫·精英型,http://www.12365auto.com/zlts/20200824/513169.shtml,北京现代领动空调面板开裂希望尽快处理,http://www.12365auto.com/zlts/254-1890-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/254-1890-0-0-0-0_168-0-0-0-0-0-0-1.shtml,部件开裂,,,2020-08-24,信息审核
513167,BEIJING汽车,绅宝D70,2018款 性能版 1.8T 舒适版,http://www.12365auto.com/zlts/20200824/513167.shtml,北汽绅宝D70发动机抖动 熄火 碳罐进油,http://www.12365auto.com/zlts/374-1344-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/374-1344-0-0-0-0_24-0-0-0-0-0-0-1.shtml,抖动,http://www.12365auto.com/zlts/374-1344-0-0-0-0_14-0-0-0-0-0-0-1.shtml,熄火,2020-08-24,信息审核
513162,广汽丰田,凯美瑞,2019款 2.5G 豪华版 国VI,http://www.12365auto.com/zlts/20200824/513162.shtml,广汽丰田凯美瑞副驾驶车门生锈希望处理,http://www.12365auto.com/zlts/151-296-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/151-296-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,,,2020-08-24,信息审核
513159,上汽大众,途观L,2019款 380TSI 自动 四驱 智动豪华版 国VI,http://www.12365auto.com/zlts/20200824/513159.shtml,上汽大众途观L主驾驶座椅异响维修未解决	,http://www.12365auto.com/zlts/140-2014-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/140-2014-0-0-0-0_169-0-0-0-0-0-0-1.shtml,座椅故障,,,2020-08-24,信息审核
513156,一汽-大众奥迪,奥迪A4L,2017款 2.0T 双离合 运动型 Plus,http://www.12365auto.com/zlts/20200824/513156.shtml,一汽大众奥迪A4L右前大灯内有雪花状裂纹,http://www.12365auto.com/zlts/114-3-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/114-3-0-0-0-0_220-0-0-0-0-0-0-1.shtml,灯罩裂纹或变形,,,2020-08-24,信息审核
513152,上汽大众,途观,2017款 300TSI 自动 两驱 丝绸之路舒适版,http://www.12365auto.com/zlts/20200824/513152.shtml,上汽大众途观发动机转速高车速却很低,http://www.12365auto.com/zlts/140-219-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/140-219-0-0-0-0_20-0-0-0-0-0-0-1.shtml,无法换挡,,,2020-08-24,信息审核
513150,一汽丰田,奕泽IZOA,2020款 2.0L 奕驰版,http://www.12365auto.com/zlts/20200824/513150.shtml,一汽丰田奕泽旧车置换补贴不兑现,,,http://www.12365auto.com/zlts/150-2316-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,,,2020-08-24,信息审核
513127,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,http://www.12365auto.com/zlts/20200824/513127.shtml,吉利帝豪GL副驾驶座椅缝线开裂海绵漏出,http://www.12365auto.com/zlts/172-1974-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/172-1974-0-0-0-0_168-0-0-0-0-0-0-1.shtml,部件开裂,,,2020-08-24,处理反馈
513123,广汽本田,飞度,2014款 1.5L CVT LX舒适型,http://www.12365auto.com/zlts/20200824/513123.shtml,广汽本田飞度变速箱漏油希望尽快解决,http://www.12365auto.com/zlts/118-30-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/118-30-0-0-0-0_22-0-0-0-0-0-0-1.shtml,漏油,,,2020-08-24,信息审核
513120,奇瑞汽车,瑞虎5x,2019款 1.5L CVT 智享版,http://www.12365auto.com/zlts/20200824/513120.shtml,瑞虎5x变速箱上坡时无法加速望厂家解决,http://www.12365auto.com/zlts/219-2154-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/219-2154-0-0-0-0_334-0-0-0-0-0-0-1.shtml,无法加速,,,2020-08-24,厂家受理
513118,领克汽车,领克01,2017款 2.0T 自动 两驱 型 Pro,http://www.12365auto.com/zlts/20200824/513118.shtml,领克01车辆在拖车过程中疑似进水,,,http://www.12365auto.com/zlts/467-2212-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,,,2020-08-24,处理反馈
513117,众泰汽车,众泰E200,2018款 Pro,http://www.12365auto.com/zlts/20200824/513117.shtml,众泰E200动力电池经常断开无法行驶,http://www.12365auto.com/zlts/264-1908-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/264-1908-0-0-0-0_343-0-0-0-0-0-0-1.shtml,动力电池故障,,,2020-08-24,信息审核
513116,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,http://www.12365auto.com/zlts/20200824/513116.shtml,广汽丰田雷凌变速箱漏油质保期内未告知,http://www.12365auto.com/zlts/151-1469-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/151-1469-0-0-0-0_22-0-0-0-0-0-0-1.shtml,漏油,,,2020-08-24,信息审核
513115,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,http://www.12365auto.com/zlts/20200824/513115.shtml,一汽大众探岳大灯透镜白雾影响夜间照明安全,http://www.12365auto.com/zlts/141-2395-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/141-2395-0-0-0-0_82-0-0-0-0-0-0-1.shtml,车灯不亮,,,2020-08-24,处理反馈
513113,北京现代,领动,2016款 1.6L 自动 智炫·精英型,http://www.12365auto.com/zlts/20200823/513113.shtml,北京现代领动4S店维修后门锁故障,http://www.12365auto.com/zlts/254-1890-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/254-1890-0-0-0-0_197-0-0-0-0-0-0-1.shtml,中控锁故障,http://www.12365auto.com/zlts/254-1890-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,2020-08-23,信息审核
513100,SWM斯威汽车,SWM斯威G01,2019款 1.5T 手动 智UP 国V,http://www.12365auto.com/zlts/20200823/513100.shtml,斯威G10车辆购买前重新做过漆要求解决,,,http://www.12365auto.com/zlts/443-2358-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,,,2020-08-23,信息审核
513098,北京奔驰,奔驰C级,2015款 200 L,http://www.12365auto.com/zlts/20200823/513098.shtml,北京奔驰C级发动机进气凸轮轴移位,http://www.12365auto.com/zlts/127-114-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/127-114-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,,,2020-08-23,信息审核
513096,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,http://www.12365auto.com/zlts/20200823/513096.shtml,斯柯达昊锐车内刺鼻异味严重无法解决,http://www.12365auto.com/zlts/232-739-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/232-739-0-0-0-0_185-0-0-0-0-0-0-1.shtml,车内异味,,,2020-08-23,信息审核
513095,上汽大众,朗逸,2019款 280TSI DSG 舒适版 国VI,http://www.12365auto.com/zlts/20200823/513095.shtml,上汽大众朗逸变速箱异响希望尽快解决,http://www.12365auto.com/zlts/140-220-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/140-220-0-0-0-0_33-0-0-0-0-0-0-1.shtml,异响,,,2020-08-23,信息审核
513093,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华动感型,http://www.12365auto.com/zlts/20200823/513093.shtml,一汽大众奥迪A6L低速行驶变速箱抖动异响,http://www.12365auto.com/zlts/114-1-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/114-1-0-0-0-0_33-0-0-0-0-0-0-1.shtml,异响,http://www.12365auto.com/zlts/114-1-0-0-0-0_95-0-0-0-0-0-0-1.shtml,抖动,2020-08-23,信息审核
513089,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI 臻选动感型,http://www.12365auto.com/zlts/20200823/513089.shtml,一汽大众奥迪A6L变速箱异响4S店无法解决,http://www.12365auto.com/zlts/114-1-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/114-1-0-0-0-0_33-0-0-0-0-0-0-1.shtml,异响,http://www.12365auto.com/zlts/114-1-0-0-0-0_95-0-0-0-0-0-0-1.shtml,抖动,2020-08-23,信息审核
513086,东风本田,思铂睿,2013款 2.4L 自动 TYPE-S,http://www.12365auto.com/zlts/20200823/513086.shtml,东风本田思铂睿行驶中转向沉重要求解决,http://www.12365auto.com/zlts/119-35-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/119-35-0-0-0-0_156-0-0-0-0-0-0-1.shtml,打方向沉重,http://www.12365auto.com/zlts/119-35-0-0-0-0_291-0-0-0-0-0-0-1.shtml,故障灯亮,2020-08-23,信息审核
513085,广汽本田,雅阁,2016款 2.0L CVT 精英版,http://www.12365auto.com/zlts/20200823/513085.shtml,广汽本田雅阁右侧日间行车灯不亮要求解决,http://www.12365auto.com/zlts/118-28-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/118-28-0-0-0-0_82-0-0-0-0-0-0-1.shtml,车灯不亮,,,2020-08-23,处理反馈
513078,一汽-大众,T-ROC探歌,2018款 280TSI DSG 两驱 舒适型 国V,http://www.12365auto.com/zlts/20200823/513078.shtml,一汽大众T-ROC探歌大灯亮度不足要求处理,http://www.12365auto.com/zlts/141-2347-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/141-2347-0-0-0-0_82-0-0-0-0-0-0-1.shtml,车灯不亮,,,2020-08-23,处理反馈
513077,一汽-大众,速腾,2015款 1.6L  自动 舒适型,http://www.12365auto.com/zlts/20200823/513077.shtml,一汽大众速腾轮速传感器多次报警要求解决,http://www.12365auto.com/zlts/141-230-0-0-0-5_0-0-0-0-0-0-0-1.shtml,制动系统,http://www.12365auto.com/zlts/141-230-0-0-0-0_62-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/141-230-0-0-0-0_0-6-0-0-0-0-0-1.shtml,配件争议,2020-08-23,处理反馈
513076,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国V,http://www.12365auto.com/zlts/20200823/513076.shtml,一汽大众奥迪A4L车身镀铬亮条氧化严重,http://www.12365auto.com/zlts/114-3-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/114-3-0-0-0-0_81-0-0-0-0-0-0-1.shtml,漆面起泡开裂,,,2020-08-23,信息审核
513075,奇瑞汽车,捷途X70,2018款 1.5T 手动 畅行版,http://www.12365auto.com/zlts/20200823/513075.shtml,捷途X70经销商承诺免费保养不兑现,,,http://www.12365auto.com/zlts/512-2362-0-0-0-0_0-4-0-0-0-0-0-1.shtml,承诺不兑现,,,2020-08-23,处理反馈
513068,上汽大众,途安,2018款 途安L 280TSI 自动 豪华版 7座,http://www.12365auto.com/zlts/20200823/513068.shtml,上汽大众途安左侧A柱三角窗处传出异响,http://www.12365auto.com/zlts/140-224-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/140-224-0-0-0-0_164-0-0-0-0-0-0-1.shtml,车内异响,http://www.12365auto.com/zlts/140-224-0-0-0-0_0-1-0-0-0-0-0-1.shtml,服务态度,2020-08-23,信息审核
513065,奇瑞汽车,瑞虎7,2020款 1.6T DCT 型 PRO,http://www.12365auto.com/zlts/20200823/513065.shtml,奇瑞瑞虎7底盘多处生锈4S店修出新故障,http://www.12365auto.com/zlts/219-1973-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/219-1973-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,http://www.12365auto.com/zlts/219-1973-0-0-0-0_0-2-0-0-0-0-0-1.shtml,人员技术,2020-08-23,处理反馈
513061,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,http://www.12365auto.com/zlts/20200823/513061.shtml,广汽丰田凯美瑞仪表台出油反光影响驾驶安全,http://www.12365auto.com/zlts/151-296-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/151-296-0-0-0-0_176-0-0-0-0-0-0-1.shtml,仪表台开裂,,,2020-08-23,信息审核
513060,BEIJING汽车,绅宝D50,2014款 1.5L 手动 精英版,http://www.12365auto.com/zlts/20200823/513060.shtml,绅宝D50安全气囊故障灯亮无法消除,http://www.12365auto.com/zlts/374-1450-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/374-1450-0-0-0-0_103-0-0-0-0-0-0-1.shtml,气囊故障,,,2020-08-23,信息审核
513058,一汽-大众,探岳,2020款 330TSI 两驱 豪华智联版,http://www.12365auto.com/zlts/20200823/513058.shtml,一汽大众探岳刹车失灵 大灯亮度过低,http://www.12365auto.com/zlts/141-2395-0-0-0-5_0-0-0-0-0-0-0-1.shtml,制动系统,http://www.12365auto.com/zlts/141-2395-0-0-0-0_29-0-0-0-0-0-0-1.shtml,刹车失灵,http://www.12365auto.com/zlts/141-2395-0-0-0-0_82-0-0-0-0-0-0-1.shtml,车灯不亮,2020-08-23,处理反馈
513052,华晨宝马,宝马X1,2015款 xDrive20i 时尚型,http://www.12365auto.com/zlts/20200823/513052.shtml,华晨宝马X1转向时失去助力故障灯亮,http://www.12365auto.com/zlts/125-1121-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/125-1121-0-0-0-0_156-0-0-0-0-0-0-1.shtml,打方向沉重,http://www.12365auto.com/zlts/125-1121-0-0-0-0_291-0-0-0-0-0-0-1.shtml,故障灯亮,2020-08-23,信息审核
513049,江铃福特,全顺,2017款 2.0T 多功能商用车 短轴 低顶 国V 柴油,http://www.12365auto.com/zlts/20200823/513049.shtml,江铃福特全顺三元催化器堵塞导致故障灯亮,http://www.12365auto.com/zlts/155-1975-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/155-1975-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/155-1975-0-0-0-0_54-0-0-0-0-0-0-1.shtml,三元催化器故障,2020-08-23,信息审核
513043,广汽本田,飞度,2018款 1.5L CVT 舒适天窗版,http://www.12365auto.com/zlts/20200823/513043.shtml,广汽本田飞度热车时发动机无法启动故障灯亮,http://www.12365auto.com/zlts/118-30-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/118-30-0-0-0-0_34-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/118-30-0-0-0-0_44-0-0-0-0-0-0-1.shtml,无法启动,2020-08-23,处理反馈
513041,一汽-大众,迈腾,2020款 330TSI DSG 豪华型,http://www.12365auto.com/zlts/20200823/513041.shtml,一起大众迈腾新车机油泄漏4S店出售问题车,,,http://www.12365auto.com/zlts/141-235-0-0-0-0_0-5-0-0-0-0-0-1.shtml,销售欺诈,,,2020-08-23,处理反馈
513030,广汽丰田,YARiS L 致炫,2016款 1.5E CVT 魅动版 改款,http://www.12365auto.com/zlts/20200823/513030.shtml,广汽丰田致炫原装韩泰轮胎出现裂纹,http://www.12365auto.com/zlts/151-1304-0-0-0-6_0-0-0-0-0-0-0-1.shtml,轮胎,http://www.12365auto.com/zlts/151-1304-0-0-0-0_100-0-0-0-0-0-0-1.shtml,开裂,,,2020-08-23,信息审核
513020,一汽-大众,高尔夫,2016款 1.6L  自动 舒适型,http://www.12365auto.com/zlts/20200823/513020.shtml,一汽大众高尔夫换挡机构故障导致故障灯亮,http://www.12365auto.com/zlts/141-234-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/141-234-0-0-0-0_96-0-0-0-0-0-0-1.shtml,故障灯亮,http://www.12365auto.com/zlts/141-234-0-0-0-0_184-0-0-0-0-0-0-1.shtml,挡把总成故障,2020-08-23,处理反馈
513019,东风雪铁龙,C4世嘉,2016款 1.6L 手动 豪华型,http://www.12365auto.com/zlts/20200823/513019.shtml,东风雪铁龙C4世嘉方向盘晃动要求更换,http://www.12365auto.com/zlts/256-1770-0-0-0-4_0-0-0-0-0-0-0-1.shtml,转向系统,http://www.12365auto.com/zlts/256-1770-0-0-0-0_80-0-0-0-0-0-0-1.shtml,抖动,,,2020-08-23,处理反馈
513018,广汽丰田,雷凌,2014款 1.6G CVT 精英版,http://www.12365auto.com/zlts/20200823/513018.shtml,广汽丰田雷凌变速箱漏油 后减震器漏油,http://www.12365auto.com/zlts/151-1469-0-0-0-2_0-0-0-0-0-0-0-1.shtml,变速器,http://www.12365auto.com/zlts/151-1469-0-0-0-0_22-0-0-0-0-0-0-1.shtml,漏油,http://www.12365auto.com/zlts/151-1469-0-0-0-0_25-0-0-0-0-0-0-1.shtml,减震器漏油,2020-08-23,信息审核
513017,广汽本田,凌派,2019款 180Turbo CVT 豪华版 国VI,http://www.12365auto.com/zlts/20200823/513017.shtml,广汽本田凌派行驶中涡轮增压器故障无法加速,http://www.12365auto.com/zlts/118-1302-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/118-1302-0-0-0-0_189-0-0-0-0-0-0-1.shtml,涡轮增压器故障,,,2020-08-23,处理反馈
513016,比亚迪,比亚迪F0,2009款 1.0 手动 舒适型,http://www.12365auto.com/zlts/20200823/513016.shtml,比亚迪F0底盘锈蚀严重希望尽快处理,http://www.12365auto.com/zlts/123-55-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/123-55-0-0-0-0_79-0-0-0-0-0-0-1.shtml,车身生锈,,,2020-08-23,处理反馈
513012,奇瑞汽车,瑞虎3x,2017款 1.5L 手动 时尚版,http://www.12365auto.com/zlts/20200823/513012.shtml,奇瑞瑞虎3x前风挡玻璃无故开裂希望处理,http://www.12365auto.com/zlts/219-1996-0-0-0-8_0-0-0-0-0-0-0-1.shtml,车身附件及电器,http://www.12365auto.com/zlts/219-1996-0-0-0-0_113-0-0-0-0-0-0-1.shtml,玻璃开裂,,,2020-08-23,处理反馈
513011,广汽乘用车,传祺GA8,2017款 280T 尊享版,http://www.12365auto.com/zlts/20200823/513011.shtml,广汽传祺GA8水管破损渗漏防冻液希望处理,http://www.12365auto.com/zlts/163-1900-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/163-1900-0-0-0-0_37-0-0-0-0-0-0-1.shtml,漏防冻液,http://www.12365auto.com/zlts/163-1900-0-0-0-0_168-0-0-0-0-0-0-1.shtml,部件开裂,2020-08-23,处理反馈
513008,江淮汽车,瑞风S5,2014款 2.0L 手动 尊贵版,http://www.12365auto.com/zlts/20200823/513008.shtml,江淮瑞风S5发动机掉落厂家不处理,http://www.12365auto.com/zlts/176-1242-0-0-0-1_0-0-0-0-0-0-0-1.shtml,发动机,http://www.12365auto.com/zlts/176-1242-0-0-0-0_241-0-0-0-0-0-0-1.shtml,发动机下沉,,,2020-08-23,处理反馈
